vehicle_id,title,description,availability,state_of_vehicle,price,url,image,make,model,year,body_style,mileage.unit,mileage.value,address.addr1,address.city,address.region,address.postal_code,address.country
LJ425535,2020 Kenworth T680,2020 Kenworth T680 - Sleeper - X15 - 450HP/1650,AVAILABLE,USED,47900.00 USD,https://www.palmertrucks.com/truck-details/category-Sleeper/make-Kenworth/model-T680/vin-1XKYD49X1LJ425535/,https://d8lxo54bt1xl7.cloudfront.net/prd/LJ425535/068Ux00000PY7v7IAD,Kenworth,T680,2020,TRUCK,MI,497727,4330 Poplar Level Rd,Louisville,KY,40213,United States
LJ425536,2020 Kenworth T680,2020 Kenworth T680 - Sleeper - X15 - 450HP/1650,AVAILABLE,USED,44900.00 USD,https://www.palmertrucks.com/truck-details/category-Sleeper/make-Kenworth/model-T680/vin-1XKYD49X3LJ425536/,https://d8lxo54bt1xl7.cloudfront.net/prd/LJ425536/068Ux00000PY2DyIAL,Kenworth,T680,2020,TRUCK,MI,538491,4330 Poplar Level Rd,Louisville,KY,40213,United States
LJ425612,2020 Kenworth T680,"2020 Kenworth T680, 76"" Sleeper, X15, 450hp, Eaton 12 Speed AMT",AVAILABLE,USED,44900.00 USD,https://www.palmertrucks.com/truck-details/category-Sleeper/make-Kenworth/model-T680/vin-1XKYD49X4LJ425612/,https://d8lxo54bt1xl7.cloudfront.net/prd/LJ425612/068Ux00000PXkXKIA1,Kenworth,T680,2020,TRUCK,MI,537724,4330 Poplar Level Rd,Louisville,KY,40213,United States
LJ414463,2020 Kenworth T680,"2020 Kenworth T680 Day Cab, X15, 500hp, 13 Speed Manual",AVAILABLE,USED,110000.00 USD,https://www.palmertrucks.com/truck-details/category-Day-Cab/make-Kenworth/model-T680/vin-1XKYD49X2LJ414463/,https://d8lxo54bt1xl7.cloudfront.net/prd/CS-LJ414463/068Ux00000OSYaPIAX,Kenworth,T680,2020,TRUCK,MI,154906,3535 Coliseum Blvd W,Fort Wayne,IN,46808,United States
215822,2026 Kenworth T880,"2026 Kenworth T880, 17' Tr-Axle Dump, X15, 4500RDS",AVAILABLE,USED,256789.00 USD,https://www.palmertrucks.com/truck-details/category-Cab-&-Chassis/make-Kenworth/model-T880/vin-1NKZX4EX1TJ215822/,https://d8lxo54bt1xl7.cloudfront.net/prd/215822/068Ux00000QoVHyIAN,Kenworth,T880,2026,TRUCK,MI,694,4330 Poplar Level Rd,Louisville,KY,40213,United States
215823,2026 Kenworth T880,"2026 Kenworth T880,17' Tri-Axle Dump, X15, 4500RDS",AVAILABLE,USED,256789.00 USD,https://www.palmertrucks.com/truck-details/category-Cab-&-Chassis/make-Kenworth/model-T880/vin-1NKZX4EX3TJ215823/,https://d8lxo54bt1xl7.cloudfront.net/prd/215823/068Ux00000R2TRNIA3,Kenworth,T880,2026,TRUCK,MI,594,4330 Poplar Level Rd,Louisville,KY,40213,United States
JM216661,2018 Kenworth T270,"2018 Kenworth T270, 22' Morgan Reefer, Carrier Supra 860, Maxon 3,000lb Lift Gate",AVAILABLE,USED,54900.00 USD,https://www.palmertrucks.com/truck-details/category-Refrigerated-Box-Truck/make-Kenworth/model-T270/vin-2NKHHM6X1JM216661/,https://d8lxo54bt1xl7.cloudfront.net/prd/JM216661/068Ux00000PXggVIAT,Kenworth,T270,2018,TRUCK,MI,141014,2929 South Holt RD.,Indianapolis,IN,46241,United States
KD273747,2019 Peterbilt 579,2019 Peterbilt DC - MX11 - Paccar 12SPD,AVAILABLE,USED,31900.00 USD,https://www.palmertrucks.com/truck-details/category-Day-Cab/make-Peterbilt/model-579/vin-1XPBDK9X9KD273747/,https://d8lxo54bt1xl7.cloudfront.net/prd/KD273747/068Ux00000RmLYuIAN,Peterbilt,579,2019,TRUCK,MI,481709,65 Partnership Way,Cincinnati,OH,45241,United States
JJ137138,2018 Kenworth T680,"2018 Kenworth T680, 156"" ARI SLEEPER, X15 525hp, 13 Speed AMT",AVAILABLE,USED,134900.00 USD,https://www.palmertrucks.com/truck-details/category-Custom-Sleeper/make-Kenworth/model-T680/vin-1XKYD49X1JJ137138/,https://d8lxo54bt1xl7.cloudfront.net/prd/JJ137138/068Ux00000SepRuIAJ,Kenworth,T680,2018,TRUCK,MI,577510,6503 N. Old US 27,Fremont,IN,46737,United States
219324,2026 Kenworth T680,"2026 Kenworth T680, 76"" High-Roof Sleeper, X15, 12 Speed AMT",AVAILABLE,NEW,194256.00 USD,https://www.palmertrucks.com/truck-details/category-Sleeper/make-Kenworth/model-T680/vin-1XKYD49XXTJ219324/,https://d8lxo54bt1xl7.cloudfront.net/prd/219324/068Ux00000TN4giIAD,Kenworth,T680,2026,TRUCK,MI,0,131 Parker Ave,Bowling Green,KY,42101,United States
219325,2026 Kenworth T680,"2026 Kenworth T680, 76"" High-Roof Sleeper, X15, 500hp, 12 Speed AMT",AVAILABLE,NEW,194256.00 USD,https://www.palmertrucks.com/truck-details/category-Sleeper/make-Kenworth/model-T680/vin-1XKYD49X1TJ219325/,https://d8lxo54bt1xl7.cloudfront.net/prd/219325/068Ux00000TN7TCIA1,Kenworth,T680,2026,TRUCK,MI,0,131 Parker Ave,Bowling Green,KY,42101,United States
219370,2026 Kenworth W990,"2026 Kenworth W990, 76"" High-Roof Sleeper, X15, 18 Speed Manual",AVAILABLE,NEW,198936.00 USD,https://www.palmertrucks.com/truck-details/category-Sleeper/make-Kenworth/model-W990/vin-1XK1D49X4TJ219370/,https://d8lxo54bt1xl7.cloudfront.net/prd/219370/068Ux00000TO1NFIA1,Kenworth,W990,2026,TRUCK,MI,0,131 Parker Ave,Bowling Green,KY,42101,United States
219313,2026 Kenworth T880,"2026 Kenworth T880 Day Cab, MX13, 510hp, 12 Speed AMT",AVAILABLE,USED,177500.00 USD,https://www.palmertrucks.com/truck-details/category-Day-Cab/make-Kenworth/model-T880/vin-1XKZDP9X8TJ219313/,https://d8lxo54bt1xl7.cloudfront.net/prd/219313/068Ux00000Sv60ZIAR,Kenworth,T880,2026,TRUCK,MI,195,9704 E. 30th St.,Indianapolis,IN,46229,United States
219314,2026 Kenworth T880,"2026 Kenworth T880 Day Cab, MX13, 510hp, 12 Speed AMT",AVAILABLE,USED,177500.00 USD,https://www.palmertrucks.com/truck-details/category-Day-Cab/make-Kenworth/model-T880/vin-1XKZDP9XXTJ219314/,https://d8lxo54bt1xl7.cloudfront.net/prd/219314/068Ux00000Sv7SsIAJ,Kenworth,T880,2026,TRUCK,MI,208,9704 E. 30th St.,Indianapolis,IN,46229,United States
219315,2026 Kenworth T880,"2026 Kenworth T880 Day Cab, MX13, 510hp, 12 Speed AMT",AVAILABLE,USED,177500.00 USD,https://www.palmertrucks.com/truck-details/category-Day-Cab/make-Kenworth/model-T880/vin-1XKZDP9X1TJ219315/,https://d8lxo54bt1xl7.cloudfront.net/prd/219315/068Ux00000SyF2UIAV,Kenworth,T880,2026,TRUCK,MI,195,9704 E. 30th St.,Indianapolis,IN,46229,United States
219335,2026 Kenworth T680,"2026 Kenworth T680, 76"" High-Roof, MX13, 12 Speed AMT, Double Bunk, Fridge, Inverter",AVAILABLE,USED,181900.00 USD,https://www.palmertrucks.com/truck-details/category-Sleeper/make-Kenworth/model-T680/vin-1XKYDP9X2TJ219335/,https://d8lxo54bt1xl7.cloudfront.net/prd/219335/068Ux00000SPHyQIAX,Kenworth,T680,2026,TRUCK,MI,198,9704 E. 30th St.,Indianapolis,IN,46229,United States
219592,2026 Kenworth T680,"2026 Kenworth T680, Day Cab, MX13, 455hp, 12 Speed AMT",AVAILABLE,USED,167500.00 USD,https://www.palmertrucks.com/truck-details/category-Day-Cab/make-Kenworth/model-T680/vin-1XKYDP9X0TJ219592/,https://d8lxo54bt1xl7.cloudfront.net/prd/219592/068Ux00000SwCtxIAF,Kenworth,T680,2026,TRUCK,MI,194,9704 E. 30th St.,Indianapolis,IN,46229,United States
219429,2026 Kenworth T680,"2026 Kenworth T680, 76"" X15, 500hp, 12 Speed AMT, Double Bunk, Espar, Fridge, Inverter",AVAILABLE,USED,192300.00 USD,https://www.palmertrucks.com/truck-details/category-Sleeper/make-Kenworth/model-T680/vin-1XKYD49X2TJ219429/,https://d8lxo54bt1xl7.cloudfront.net/prd/219429/068Ux00000T6iwvIAB,Kenworth,T680,2026,TRUCK,MI,226,4330 Poplar Level Rd,Louisville,KY,40213,United States
219430,2026 Kenworth T680,"2026 Kenworth T680, 76"" X15, 500hp, 12 Speed AMT, Double Bunk, Espar, Fridge, Inverter",AVAILABLE,USED,195809.00 USD,https://www.palmertrucks.com/truck-details/category-Sleeper/make-Kenworth/model-T680/vin-1XKYD49X9TJ219430/,https://d8lxo54bt1xl7.cloudfront.net/prd/219430/068Ux00000Tf8p2IAB,Kenworth,T680,2026,TRUCK,MI,208,3535 Coliseum Blvd W,Fort Wayne,IN,46808,United States
219351,2026 Kenworth T880,"2026 Kenworth T880, Cab & Chassis for Tri-Axle Dump, MX13, 455hp, Allison 4500RDS",AVAILABLE,NEW,203402.00 USD,https://www.palmertrucks.com/truck-details/category-Cab-&-Chassis/make-Kenworth/model-T880/vin-1NKZXPTX2TJ219351/,https://d8lxo54bt1xl7.cloudfront.net/prd/219351/068Ux00000TsPYjIAN,Kenworth,T880,2026,TRUCK,MI,0,9704 E. 30th St.,Indianapolis,IN,46229,United States
219352,2026 Kenworth T880,"2026 Kenworth T880, Cab & Chassis for Tri-Axle Dump, MX13, 455hp, Allison 4500RDS",AVAILABLE,USED,203402.00 USD,https://www.palmertrucks.com/truck-details/category-Cab-&-Chassis/make-Kenworth/model-T880/vin-1NKZXPTX4TJ219352/,https://d8lxo54bt1xl7.cloudfront.net/prd/219352/068Ux00000TsU6wIAF,Kenworth,T880,2026,TRUCK,MI,223,2929 South Holt RD.,Indianapolis,IN,46241,United States
219674,2026 Kenworth T480,"2026 Kenworth T480, Cab & Chassis for Single Axle Plow and Dump, PX9, 330hp, Allison 3500RDS, 14.6k FA, 21k RA, 78"" Cab-to-Axle",AVAILABLE,NEW,134858.00 USD,https://www.palmertrucks.com/truck-details/category-Cab-&-Chassis/make-Kenworth/model-T480/vin-2NK5HJ8X1TM219674/,https://d8lxo54bt1xl7.cloudfront.net/prd/219674/068Ux00000UYrAHIA1,Kenworth,T480,2026,TRUCK,MI,0,2929 South Holt RD.,Indianapolis,IN,46241,United States
219448,2026 Kenworth T880,"2026 Kenworth T880, Cab & Chassis for Tri-Axle Dump, X15, 450hp, Allison 4500RDS",AVAILABLE,USED,209211.00 USD,https://www.palmertrucks.com/truck-details/category-Cab-&-Chassis/make-Kenworth/model-T880/vin-1NKZX4TX8TJ219448/,https://d8lxo54bt1xl7.cloudfront.net/prd/219448/068Ux00000UDCv5IAH,Kenworth,T880,2026,TRUCK,MI,221,3535 Coliseum Blvd W,Fort Wayne,IN,46808,United States
LD669069,2020 Peterbilt 579,"2020 Peterbilt 579, 80"" High-Roof, MX13, 455hp, 13 Speed Manual",AVAILABLE,USED,44900.00 USD,https://www.palmertrucks.com/truck-details/category-Sleeper/make-Peterbilt/model-579/vin-1XPBDP9X1LD669069/,https://d8lxo54bt1xl7.cloudfront.net/prd/LD669069/068Ux00000SUOXrIAP,Peterbilt,579,2020,TRUCK,MI,473339,2929 South Holt RD.,Indianapolis,IN,46241,United States
LD717788,2020 Peterbilt 579,"2020 Peterbilt 579, 80"" High-Roof, MX13, 455hp, 13 Speed Manual",AVAILABLE,USED,44900.00 USD,https://www.palmertrucks.com/truck-details/category-Sleeper/make-Peterbilt/model-579/vin-1XPBDP9X0LD717788/,https://d8lxo54bt1xl7.cloudfront.net/prd/LD717788/068Ux00000SUShtIAH,Peterbilt,579,2020,TRUCK,MI,476476,2929 South Holt RD.,Indianapolis,IN,46241,United States
LD717790,2020 Peterbilt 579,"2020 Peterbilt 579, MX13",AVAILABLE,USED,44900.00 USD,https://www.palmertrucks.com/truck-details/category-Sleeper/make-Peterbilt/model-579/vin-1XPBDP9X9LD717790/,https://palmertrucks.lightning.force.com/sfc/dist/version/download/?oid=00D6g00000362Gv&ids=068Ux00000SURU5&d=%2Fa%2FUx000002KqKn%2FPln9XGt7iV2hGvRUwn78tHEGS6n5vu.94V2dgxQUiK8&asPdf=false,Peterbilt,579,2020,TRUCK,MI,0,2929 South Holt RD.,Indianapolis,IN,46241,United States
T1003351,2026 Extreme XS,"2026 Extreme XS, Drop Deck Trailer",AVAILABLE,NEW,78900.00 USD,https://www.palmertrucks.com/truck-details/category-Trailer:-Drop-Deck/make-Extreme/model-XS/vin-7VGAB5322T1003351/,https://d8lxo54bt1xl7.cloudfront.net/prd/T1003351/068Ux00000RwiUAIAZ,Extreme,XS,2026,OTHER,MI,0,4330 Poplar Level Rd,Louisville,KY,40213,United States
219336,2026 Kenworth T680,"2026 Kenworth T680, 76"" High-Roof, MX13, 12 Speed AMT, Double Bunk, Fridge, Inverter",AVAILABLE,USED,179500.00 USD,https://www.palmertrucks.com/truck-details/category-Sleeper/make-Kenworth/model-T680/vin-1XKYDP9X4TJ219336/,https://d8lxo54bt1xl7.cloudfront.net/prd/219336/068Ux00000TRxrVIAT,Kenworth,T680,2026,TRUCK,MI,379,1040 E. Mount Pleasant Rd.,Evansville,IN,47725,United States
219338,2026 Kenworth T680,"2026 Kenworth T680, 76"" High-Roof, MX13, 12 Speed AMT, Double Bunk, Fridge, Inverter",AVAILABLE,USED,179443.00 USD,https://www.palmertrucks.com/truck-details/category-Sleeper/make-Kenworth/model-T680/vin-1XKYDP9X8TJ219338/,https://d8lxo54bt1xl7.cloudfront.net/prd/219338/068Ux00000T2QtlIAF,Kenworth,T680,2026,TRUCK,MI,220,4330 Poplar Level Rd,Louisville,KY,40213,United States
219339,2026 Kenworth T680,"2026 Kenworth T680, 76"" High-Roof, MX13, 12 Speed AMT, Double Bunk, Fridge, Inverter",AVAILABLE,USED,182868.00 USD,https://www.palmertrucks.com/truck-details/category-Sleeper/make-Kenworth/model-T680/vin-1XKYDP9XXTJ219339/,https://d8lxo54bt1xl7.cloudfront.net/prd/219339/068Ux00000TezFUIAZ,Kenworth,T680,2026,TRUCK,MI,221,3535 Coliseum Blvd W,Fort Wayne,IN,46808,United States
KJ291330,2019 Kenworth T680,2019 Kenworth T680 - X15 - 450HP/1550 - Eaton 12 SPD,AVAILABLE,USED,22500.00 USD,https://www.palmertrucks.com/truck-details/category-Day-Cab/make-Kenworth/model-T680/vin-1XKYD49X4KJ291330/,https://d8lxo54bt1xl7.cloudfront.net/prd/KJ291330/068Ux00000R1ixHIAR,Kenworth,T680,2019,TRUCK,MI,907774,7740 Center Point 70 Blvd.,Dayton,OH,45424,United States
KD612929,2019 Peterbilt 579,"2019 Peterbilt 579, 72"" Flattop, X15, 450hp, 12 Speed AMT",AVAILABLE,USED,44900.00 USD,https://www.palmertrucks.com/truck-details/category-Sleeper/make-Peterbilt/model-579/vin-1XPBD49X8KD612929/,https://d8lxo54bt1xl7.cloudfront.net/prd/KD612929/068Ux00000TyKJMIA3,Peterbilt,579,2019,TRUCK,MI,454150,2929 South Holt RD.,Indianapolis,IN,46241,United States
KD612932,2019 Peterbilt 579,"2019 Peterbilt 579, 72"" Flattop, X15, 450hp, 12 Speed AMT",AVAILABLE,USED,44900.00 USD,https://www.palmertrucks.com/truck-details/category-Sleeper/make-Peterbilt/model-579/vin-1XPBD49X8KD612932/,https://d8lxo54bt1xl7.cloudfront.net/prd/KD612932/068Ux00000TydH7IAJ,Peterbilt,579,2019,TRUCK,MI,451883,2929 South Holt RD.,Indianapolis,IN,46241,United States
6J160341,2006 Kenworth T800,2006 Kenworth T800 Quad Axle Dump Truck,AVAILABLE,USED,104900.00 USD,https://www.palmertrucks.com/truck-details/category-Dump-Truck/make-Kenworth/model-T800/vin-1NKDLU0X36J160341/,https://d8lxo54bt1xl7.cloudfront.net/prd/6J160341/068Ux00000SMgyGIAT,Kenworth,T800,2006,TRUCK,MI,408670,65 Partnership Way,Cincinnati,OH,45241,United States
PD778777,2023 Peterbilt 579,2023 Peterbilt 579,AVAILABLE,USED,74900.00 USD,https://www.palmertrucks.com/truck-details/category-Sleeper/make-Peterbilt/model-579/vin-1XPBDP9X6PD778777/,https://d8lxo54bt1xl7.cloudfront.net/prd/PD778777/068Ux00000TO5x9IAD,Peterbilt,579,2023,TRUCK,MI,460930,1010 Outer Belt W.,Effingham,IL,62401,United States
221741,2026 Kenworth T680,"2026 Kenworth T680, 76"" High Roof, X15, 450hp, 12 Speed AMT",AVAILABLE,USED,178677.00 USD,https://www.palmertrucks.com/truck-details/category-Sleeper/make-Kenworth/model-T680/vin-1XKYD49X3TJ221741/,https://d8lxo54bt1xl7.cloudfront.net/prd/221741/068Ux00000Uqo4IIAR,Kenworth,T680,2026,TRUCK,MI,220,4330 Poplar Level Rd,Louisville,KY,40213,United States
221742,2026 Kenworth T680,"2026 Kenworth T680, 76"" High Roof, X15, 450hp, 12 Speed AMT",AVAILABLE,NEW,178677.00 USD,https://www.palmertrucks.com/truck-details/category-Sleeper/make-Kenworth/model-T680/vin-1XKYD49X5TJ221742/,https://d8lxo54bt1xl7.cloudfront.net/prd/221742/068Ux00000UtVRiIAN,Kenworth,T680,2026,TRUCK,MI,0,4330 Poplar Level Rd,Louisville,KY,40213,United States
221743,2026 Kenworth T680,"2026 Kenworth T680, 76"" High Roof, X15, 450hp, 12 Speed AMT",AVAILABLE,NEW,178677.00 USD,https://www.palmertrucks.com/truck-details/category-Sleeper/make-Kenworth/model-T680/vin-1XKYD49X7TJ221743/,https://d8lxo54bt1xl7.cloudfront.net/prd/221743/068Ux00000UsqziIAB,Kenworth,T680,2026,TRUCK,MI,0,4330 Poplar Level Rd,Louisville,KY,40213,United States
221744,2026 Kenworth T680,"2026 Kenworth T680, 76"" High Roof, X15, 450hp, 12 Speed AMT",AVAILABLE,NEW,178677.00 USD,https://www.palmertrucks.com/truck-details/category-Sleeper/make-Kenworth/model-T680/vin-1XKYD49X9TJ221744/,https://d8lxo54bt1xl7.cloudfront.net/prd/221744/068Ux00000UtNtyIAF,Kenworth,T680,2026,TRUCK,MI,0,4330 Poplar Level Rd,Louisville,KY,40213,United States
221745,2026 Kenworth T680,"2026 Kenworth T680, 76"" High Roof, X15, 450hp, 12 Speed AMT",AVAILABLE,NEW,178677.00 USD,https://www.palmertrucks.com/truck-details/category-Sleeper/make-Kenworth/model-T680/vin-1XKYD49X0TJ221745/,https://d8lxo54bt1xl7.cloudfront.net/prd/221745/068Ux00000UtUXOIA3,Kenworth,T680,2026,TRUCK,MI,0,4330 Poplar Level Rd,Louisville,KY,40213,United States
RJ362034,2024 Kenworth T880,"2024 Kenworth T880 Tri-Axle Dump, MX11, 430hp, Allison 4500RDS",AVAILABLE,USED,209500.00 USD,https://www.palmertrucks.com/truck-details/category-Dump-Truck/make-Kenworth/model-T880/vin-1NKZXKTX9RJ362034/,https://d8lxo54bt1xl7.cloudfront.net/prd/RJ362034/068Ux00000SWndSIAT,Kenworth,T880,2024,TRUCK,MI,40395,2929 South Holt RD.,Indianapolis,IN,46241,United States
RJ327856,2024 Kenworth T880,"2024 Kenworth T880 Tri-Axle Dump, MX11, 430hp, Allison 4500RDS",AVAILABLE,USED,204900.00 USD,https://www.palmertrucks.com/truck-details/category-Dump-Truck/make-Kenworth/model-T880/vin-1NKZXKTX8RJ327856/,https://d8lxo54bt1xl7.cloudfront.net/prd/RJ327856/068Ux00000SWikBIAT,Kenworth,T880,2024,TRUCK,MI,60648,2929 South Holt RD.,Indianapolis,IN,46241,United States
RJ327872,2024 Kenworth T880,"2024 Kenworth T880 Tri-Axle Dump, MX11, 430hp, Allison 4500RDS",AVAILABLE,USED,209500.00 USD,https://www.palmertrucks.com/truck-details/category-Dump-Truck/make-Kenworth/model-T880/vin-1NKZXKTX6RJ327872/,https://d8lxo54bt1xl7.cloudfront.net/prd/RJ327872/068Ux00000SWm7wIAD,Kenworth,T880,2024,TRUCK,MI,41405,2929 South Holt RD.,Indianapolis,IN,46241,United States
RJ327858,2024 Kenworth T880,"2024 Kenworth T880 Tri-Axle Dump, MX11, 430hp, Allison 4500RDS",AVAILABLE,USED,209500.00 USD,https://www.palmertrucks.com/truck-details/category-Dump-Truck/make-Kenworth/model-T880/vin-1NKZXKTX1RJ327858/,https://d8lxo54bt1xl7.cloudfront.net/prd/RJ327858/068Ux00000TQjjxIAD,Kenworth,T880,2024,TRUCK,MI,40987,2929 South Holt RD.,Indianapolis,IN,46241,United States
RJ327876,2024 Kenworth T880,"2024 Kenworth T880 Tri-Axle Dump, MX11, 430hp, Allison 4500RDS",AVAILABLE,USED,209500.00 USD,https://www.palmertrucks.com/truck-details/category-Dump-Truck/make-Kenworth/model-T880/vin-1NKZXKTX3RJ327876/,https://d8lxo54bt1xl7.cloudfront.net/prd/RJ327876/068Ux00000SWpqXIAT,Kenworth,T880,2024,TRUCK,MI,41607,2929 South Holt RD.,Indianapolis,IN,46241,United States
GN219468,2016 International ProStar,"2016 International ProStar, Day Cab, ISX15, 400HP, Eaton Ultra Shift",AVAILABLE,USED,29500.00 USD,https://www.palmertrucks.com/truck-details/category-Day-Cab/make-International/model-ProStar/vin-3HSDJAPR1GN219468/,https://d8lxo54bt1xl7.cloudfront.net/prd/GN219468/068Ux00000SURXOIA5,International,ProStar,2016,TRUCK,MI,400000,2929 South Holt RD.,Indianapolis,IN,46241,United States
HJ177238,2017 Kenworth T880,"2017 Kenworth T880, 6 Axle Dump, MX13, Automated Manual 8LL",AVAILABLE,USED,130000.00 USD,https://www.palmertrucks.com/truck-details/category-Dump-Truck/make-Kenworth/model-T880/vin-1NKZXPTX4HJ177238/,https://d8lxo54bt1xl7.cloudfront.net/prd/HJ177238/068Ux00000STrSGIA1,Kenworth,T880,2017,TRUCK,MI,332105,4330 Poplar Level Rd,Louisville,KY,40213,United States
HJ177239,2017 Kenworth T880,"2017 Kenworth T880, 6 Axle Dump, MX13, Automated Manual 8LL",AVAILABLE,USED,130000.00 USD,https://www.palmertrucks.com/truck-details/category-Dump-Truck/make-Kenworth/model-T880/vin-1NKZXPTX6HJ177239/,https://d8lxo54bt1xl7.cloudfront.net/prd/HJ177239/068Ux00000STp5VIAT,Kenworth,T880,2017,TRUCK,MI,325168,4330 Poplar Level Rd,Louisville,KY,40213,United States
HJ177240,2017 Kenworth T880,"2017 Kenworth T880, 6 Axle Dump, MX13, Automated Manual 8LL",AVAILABLE,USED,130000.00 USD,https://www.palmertrucks.com/truck-details/category-Dump-Truck/make-Kenworth/model-T880/vin-1NKZXPTX2HJ177240/,https://d8lxo54bt1xl7.cloudfront.net/prd/HJ177240/068Ux00000STznxIAD,Kenworth,T880,2017,TRUCK,MI,333415,4330 Poplar Level Rd,Louisville,KY,40213,United States
RJ327847,2024 Kenworth T880,"2024 Kenworth T880 Tri-Axle Dump, MX11, 430hp, Allison 4500RDS",AVAILABLE,USED,209900.00 USD,https://www.palmertrucks.com/truck-details/category-Dump-Truck/make-Kenworth/model-T880/vin-1NKZXKTX7RJ327847/,https://d8lxo54bt1xl7.cloudfront.net/prd/RJ327847/068Ux00000UUqXnIAL,Kenworth,T880,2024,TRUCK,MI,39613,2929 South Holt RD.,Indianapolis,IN,46241,United States
189288A,2026 Kenworth T680,"2026 Kenworth T680, ARI Custom Sleeper, X15, 12 Speed AMT, 320WB",AVAILABLE,USED,388066.00 USD,https://www.palmertrucks.com/truck-details/category-Custom-Sleeper/make-Kenworth/model-T680/vin-1XKYD49X1TJ189288/,https://d8lxo54bt1xl7.cloudfront.net/prd/189288A/068Ux00000SehPYIAZ,Kenworth,T680,2026,TRUCK,MI,271,3535 Coliseum Blvd W,Fort Wayne,IN,46808,United States
185217A,2025 Kenworth T880,"2025 Kenworth T880, ARI Custom Sleeper, X15, 525hp, 18 Speed AMT",AVAILABLE,USED,399856.00 USD,https://www.palmertrucks.com/truck-details/category-Custom-Sleeper/make-Kenworth/model-T880/vin-1XKZD49X9SJ185217/,https://d8lxo54bt1xl7.cloudfront.net/prd/185217A/068Ux00000SepdBIAR,Kenworth,T880,2025,TRUCK,MI,340,3535 Coliseum Blvd W,Fort Wayne,IN,46808,United States
KJ283029,2019 Kenworth T880,"WETLINE, TOOLBOX BOC, HALF FENDERS, GROENEVELD LUBE SYSTEM, FUSION COLLISION MIT, FULL DISC BRAKES",AVAILABLE,USED,59000.00 USD,https://www.palmertrucks.com/truck-details/category-Day-Cab/make-Kenworth/model-T880/vin-1XKZDK8X8KJ283029/,https://d8lxo54bt1xl7.cloudfront.net/prd/KJ283029/068Ux00000SbCYRIA3,Kenworth,T880,2019,TRUCK,MI,485291,65 Partnership Way,Cincinnati,OH,45241,United States
RJ362039,2024 Kenworth T880,"2024 Kenworth T880 Tri-Axle Dump, MX11, 430hp, Allison 4500RDS",AVAILABLE,USED,209500.00 USD,https://www.palmertrucks.com/truck-details/category-Dump-Truck/make-Kenworth/model-T880/vin-1NKZXKTX8RJ362039/,https://d8lxo54bt1xl7.cloudfront.net/prd/RJ362039/068Ux00000SdP1dIAF,Kenworth,T880,2024,TRUCK,MI,43130,9704 E. 30th St.,Indianapolis,IN,46229,United States
LJ342905,2020 Kenworth T680,"2020 Kenworth T680, 52"" Mid-Roof, X15, 485hp, 18 Speed AMT",AVAILABLE,USED,59900.00 USD,https://www.palmertrucks.com/truck-details/category-Sleeper/make-Kenworth/model-T680/vin-1XKYD49X9LJ342905/,https://d8lxo54bt1xl7.cloudfront.net/prd/LJ342905/068Ux00000TgapeIAB,Kenworth,T680,2020,TRUCK,MI,394326,7740 Center Point 70 Blvd.,Dayton,OH,45424,United States
DJ341933,2013 Kenworth T660,2013 Kenworth Day Cab - ISX15 - 450HP / 1450 - Fuller Trans Ultra shift Plus,AVAILABLE,USED,16900.00 USD,https://www.palmertrucks.com/truck-details/category-Day-Cab/make-Kenworth/model-T660/vin-1XKAD49X5DJ341933/,https://d8lxo54bt1xl7.cloudfront.net/prd/DJ341933/068Ux00000TJuozIAD,Kenworth,T660,2013,TRUCK,MI,929625,3535 Coliseum Blvd W,Fort Wayne,IN,46808,United States
JJ192815,2018 Kenworth T680,"2018 Kenworth T680 Day Cab, X15, 450hp, 10 Speed AMT",AVAILABLE,USED,21900.00 USD,https://www.palmertrucks.com/truck-details/category-Day-Cab/make-Kenworth/model-T680/vin-1XKYD49X6JJ192815/,https://d8lxo54bt1xl7.cloudfront.net/prd/JJ192815/068Ux00000TJvbTIAT,Kenworth,T680,2018,TRUCK,MI,907775,7740 Center Point 70 Blvd.,Dayton,OH,45424,United States
PDUJ0163,2023 Freightliner Coronado,"2023 Freightliner Coronado, 75"" Sleeper, DD13, 450hp, 13 Speed Manual",AVAILABLE,USED,89900.00 USD,https://www.palmertrucks.com/truck-details/category-Sleeper/make-Freightliner/model-Coronado/vin-3AKJGNDV9PDUJ0163/,https://d8lxo54bt1xl7.cloudfront.net/prd/PDUJ0163/068Ux00000TS2O5IAL,Freightliner,Coronado,2023,TRUCK,MI,348812,1040 E. Mount Pleasant Rd.,Evansville,IN,47725,United States
RJ327850,2024 Kenworth T880,"2024 Kenworth T880 Tri-Axle Dump, MX11, 430hp, Allison 4500RDS",AVAILABLE,USED,209900.00 USD,https://www.palmertrucks.com/truck-details/category-Dump-Truck/make-Kenworth/model-T880/vin-1NKZXKTX7RJ327850/,https://d8lxo54bt1xl7.cloudfront.net/prd/RJ327850/068Ux00000UUrOzIAL,Kenworth,T880,2024,TRUCK,MI,43042,9704 E. 30th St.,Indianapolis,IN,46229,United States
