vehicle_id,title,description,availability,state_of_vehicle,price,url,image,make,model,year,body_style,mileage.unit,mileage.value,address.addr1,address.city,address.region,address.postal_code,address.country
RJ327848,2024 Kenworth T880,"2024 Kenworth T880 Tri-Axle Dump, MX11, 430hp, Allison 4500RDS",AVAILABLE,USED,209900.00 USD,https://www.palmertrucks.com/truck-details/category-Dump-Truck/make-Kenworth/model-T880/vin-1NKZXKTX9RJ327848/,https://d8lxo54bt1xl7.cloudfront.net/prd/RJ327848/068Ux00000UUmvcIAD,Kenworth,T880,2024,TRUCK,MI,44480,9704 E. 30th St.,Indianapolis,IN,46229,United States
RJ327860,2024 Kenworth T880,"2024 Kenworth T880 Tri-Axle Dump, MX11, 430hp, Allison 4500RDS",AVAILABLE,USED,209900.00 USD,https://www.palmertrucks.com/truck-details/category-Dump-Truck/make-Kenworth/model-T880/vin-1NKZXKTXXRJ327860/,https://d8lxo54bt1xl7.cloudfront.net/prd/RJ327860/068Ux00000UUuecIAD,Kenworth,T880,2024,TRUCK,MI,44060,2929 South Holt RD.,Indianapolis,IN,46241,United States
RJ327864,2024 Kenworth T880,"2024 Kenworth T880 Tri-Axle Dump, MX11, 430hp, Allison 4500RDS",AVAILABLE,USED,209900.00 USD,https://www.palmertrucks.com/truck-details/category-Dump-Truck/make-Kenworth/model-T880/vin-1NKZXKTX7RJ327864/,https://d8lxo54bt1xl7.cloudfront.net/prd/RJ327864/068Ux00000UUf7eIAD,Kenworth,T880,2024,TRUCK,MI,43378,9704 E. 30th St.,Indianapolis,IN,46229,United States
RJ327865,2024 Kenworth T880,"2024 Kenworth T880 Tri-Axle Dump, MX11, 430hp, Allison 4500RDS",AVAILABLE,USED,209900.00 USD,https://www.palmertrucks.com/truck-details/category-Dump-Truck/make-Kenworth/model-T880/vin-1NKZXKTX9RJ327865/,https://d8lxo54bt1xl7.cloudfront.net/prd/RJ327865/068Ux00000UUlGPIA1,Kenworth,T880,2024,TRUCK,MI,42250,2929 South Holt RD.,Indianapolis,IN,46241,United States
ND776006,2022 Peterbilt 567,"2022 Peterbilt  567 - 72"" Sleeper - X15 - Eaton 13 SPD",AVAILABLE,USED,65900.00 USD,https://www.palmertrucks.com/truck-details/category-Sleeper/make-Peterbilt/model-567/vin-1XPCD49XOND776006/,https://d8lxo54bt1xl7.cloudfront.net/prd/ND776006/068Ux00000UFtffIAD,Peterbilt,567,2022,TRUCK,MI,462498,6503 N. Old US 27,Fremont,IN,46737,United States
NJ472181,2022 Kenworth T880,"2022 Kenworth T880, 6 Axle Dump, X15, 500hp, Allison 4500RDS, ARM Body",AVAILABLE,USED,205000.00 USD,https://www.palmertrucks.com/truck-details/category-Dump-Truck/make-Kenworth/model-T880/vin-1NKZX4TX5NJ472181/,https://d8lxo54bt1xl7.cloudfront.net/prd/NJ472181/068Ux00000TnUHLIA3,Kenworth,T880,2022,TRUCK,MI,155760,65 Partnership Way,Cincinnati,OH,45241,United States
189289A,2026 Kenworth T680,"2026 Kenworth T680 with ARI Custom Sleeper, X15, 12SP",AVAILABLE,NEW,388097.00 USD,https://www.palmertrucks.com/truck-details/category-Custom-Sleeper/make-Kenworth/model-T680/vin-1XKYD49X3TJ189289/,https://d8lxo54bt1xl7.cloudfront.net/prd/189289A/068Ux00000USadZIAT,Kenworth,T680,2026,TRUCK,MI,0,3535 Coliseum Blvd W,Fort Wayne,IN,46808,United States
NJ494078,2022 Kenworth T680,"2022 Kenworth T680, MX13, 455hp, 12 Speed AMT",AVAILABLE,USED,51200.00 USD,https://www.palmertrucks.com/truck-details/category-Day-Cab/make-Kenworth/model-T680/vin-1XKYDP9X8NJ494078/,https://d8lxo54bt1xl7.cloudfront.net/prd/NJ494078/068Ux00000UyTViIAN,Kenworth,T680,2022,TRUCK,MI,428849,1010 Outer Belt W.,Effingham,IL,62401,United States
189290A,2025 Kenworth T680,"2025 Kenworth T680, 156"" ARI Custom Sleeper, X15, 12 Speed AMT",AVAILABLE,NEW,391885.00 USD,https://www.palmertrucks.com/truck-details/category-Custom-Sleeper/make-Kenworth/model-T680/vin-1XKYD49XXTJ189290/,https://d8lxo54bt1xl7.cloudfront.net/prd/189290A/068Ux00000UWk4vIAD,Kenworth,T680,2025,TRUCK,MI,0,3535 Coliseum Blvd W,Fort Wayne,IN,46808,United States
198262A,2026 Kenworth T680,"2026 Kenworth T680 Custom Sleeper, 120"" ARI Rear Bed, X15, 12 Speed AMT",AVAILABLE,NEW,361868.00 USD,https://www.palmertrucks.com/truck-details/category-Custom-Sleeper/make-Kenworth/model-T680/vin-1XKYD49X6TJ198262/,https://d8lxo54bt1xl7.cloudfront.net/prd/198262A/068Ux00000VIfUHIA1,Kenworth,T680,2026,TRUCK,MI,0,3535 Coliseum Blvd W,Fort Wayne,IN,46808,United States
